timestep,demand_el,demand_th,demand_water,demand_f,wastewater,heat_demand_digester,electricity_demand_digester
2416,4703.196,1824.237,233.2893,0,0.095,1081.945761,112.575
2417,4703.196,1825.237,234.2893,0,0.095,1191.326392,112.575
2418,4703.196,1826.237,235.2893,0,0.095,1233.022816,112.575
2419,4703.196,1827.237,236.2893,0,0.095,1260.117584,112.575
2420,4703.196,1828.237,237.2893,0,0.095,1304.238831,112.575
2421,4703.196,1829.237,238.2893,0,0.095,1319.63119,112.575
2422,4703.196,1830.237,239.2893,0,0.095,1314.307121,112.575
2423,4703.196,1831.237,240.2893,0,0.095,1304.344258,112.575
2424,4703.196,1832.237,241.2893,0,0.095,1312.567573,112.575
2425,4703.196,1833.237,242.2893,0,0.095,1334.232845,112.575
2426,4703.196,1834.237,243.2893,0.062188,0.095,1354.791133,112.575
2427,4703.196,1835.237,244.2893,0.15426,0.095,1371.34319,112.575
2428,4703.196,1836.237,245.2893,0.16016,0.095,1357.690378,112.575
2429,4703.196,1837.237,246.2893,0.1036,0.095,1195.490763,112.575
2430,4703.196,1838.237,247.2893,0.084862,0.095,1059.542499,112.575
2431,4703.196,1839.237,248.2893,0,0.095,936.6671972,112.575
2432,4703.196,1840.237,249.2893,0,0.095,853.6433446,112.575
2433,4703.196,1841.237,250.2893,0.062188,0.095,791.4940608,112.575
2434,4703.196,1842.237,251.2893,0.15426,0.095,742.5231662,112.575
2435,4703.196,1843.237,252.2893,0.16016,0.095,709.4190523,112.575
2436,4703.196,1844.237,253.2893,0.1036,0.095,693.025136,112.575
2437,4703.196,1845.237,254.2893,0.084862,0.095,694.0794071,112.575
2438,4703.196,1846.237,255.2893,0.052101,0.095,725.6548279,112.575
2439,4703.196,1847.237,256.2893,0.014673,0.095,770.8830599,112.575
2440,4703.196,1848.237,257.2893,0,0.095,898.3971547,112.575
2441,4703.196,1849.237,258.2893,0,0.095,1009.253765,112.575
2442,4703.196,1850.237,259.2893,0,0.095,1057.32853,112.575
2443,4703.196,1851.237,260.2893,0,0.095,1101.397063,112.575
2444,4703.196,1852.237,261.2893,0,0.095,1123.800325,112.575
2445,4703.196,1853.237,262.2893,0,0.095,1098.761385,112.575
2446,4703.196,1854.237,263.2893,0,0.095,1094.333447,112.575
2447,4703.196,1855.237,264.2893,0,0.095,1122.166205,112.575
2448,4703.196,1856.237,265.2893,0,0.095,1142.619065,112.575
2449,4703.196,1857.237,266.2893,0,0.095,1161.016096,112.575
2450,4703.196,1858.237,267.2893,0,0.095,1176.461169,112.575
2451,4703.196,1859.237,268.2893,0,0.095,1194.172924,112.575
2452,4703.196,1860.237,269.2893,0,0.095,1195.543476,112.575
2453,4703.196,1861.237,270.2893,0,0.095,1091.750482,112.575
2454,4703.196,1862.237,271.2893,0,0.095,956.803776,112.575
2455,4703.196,1863.237,272.2893,0,0.095,818.0616936,112.575
2456,4703.196,1864.237,273.2893,0.062188,0.095,692.2344326,112.575
2457,4703.196,1865.237,274.2893,0.15426,0.095,600.9872652,112.575
2458,4703.196,1866.237,275.2893,0.16016,0.095,533.6720527,112.575
2459,4703.196,1867.237,276.2893,0.1036,0.095,490.4469358,112.575
2460,4703.196,1868.237,277.2893,0.084862,0.095,473.8421653,112.575
2461,4703.196,1869.237,0,0,0.095,480.5895006,112.575
2462,4703.196,1870.237,0,0,0.095,513.5881874,112.575
2463,4703.196,1871.237,0,0.062188,0.095,593.1329452,112.575
2464,4703.196,1872.237,0,0.15426,0.095,702.302722,112.575
2465,4703.196,1873.237,0,0.16016,0.095,771.0939141,112.575
2466,4703.196,1874.237,0,0.1036,0.095,875.8884658,112.575
2467,4703.196,1875.237,0,0.084862,0.095,921.6438334,112.575
2468,4703.196,1876.237,0,0.052101,0.095,899.7677072,112.575
2469,4703.196,1877.237,0,0.014673,0.095,866.7163068,112.575
2470,4703.196,1878.237,0,0,0.095,889.0668551,112.575
2471,4703.196,1879.237,0,0,0.095,921.9074012,112.575
2472,4703.196,1880.237,50.23589,0,0.095,941.9385529,112.575
2473,4703.196,1881.237,51.23589,0,0.095,955.5386506,112.575
2474,4703.196,1882.237,52.23589,0,0.095,980.735731,112.575
2475,4703.196,1883.237,53.23589,0,0.095,1004.193264,112.575
2476,4703.196,1884.237,54.23589,0,0.095,1022.379441,112.575
2477,4703.196,1885.237,55.23589,0,0.095,997.867637,112.575
2478,4703.196,1886.237,56.23589,0,0.095,940.9897089,112.575
2479,4703.196,1887.237,57.23589,0,0.095,869.4046982,112.575
2480,4703.196,1888.237,58.23589,0,0.095,825.0725967,112.575
2481,4703.196,1889.237,59.23589,0,0.095,792.0211963,112.575
2482,4703.196,1890.237,60.23589,0,0.095,770.8303464,112.575
2483,4703.196,1891.237,61.23589,0,0.095,776.2071292,112.575
2484,4703.196,1892.237,62.23589,0,0.095,799.0320994,112.575
2485,4703.196,1893.237,63.23589,0,0.095,828.7098321,112.575
2486,4703.196,1894.237,64.23589,0.062188,0.095,871.8822354,112.575
2487,4703.196,1895.237,65.23589,0.15426,0.095,935.9292074,112.575
2488,4703.196,1896.237,66.23589,0.16016,0.095,1016.317382,112.575
2489,4703.196,1897.237,67.23589,0.1036,0.095,1091.012493,112.575
2490,4703.196,1898.237,68.23589,0.084862,0.095,1143.093487,112.575
2491,4703.196,1899.237,69.23589,0,0.095,1155.428459,112.575
2492,4703.196,1900.237,70.23589,0,0.095,1162.228508,112.575
2493,4703.196,1901.237,71.23589,0.062188,0.095,1162.492076,112.575
2494,4703.196,1902.237,72.23589,0.15426,0.095,1171.875089,112.575
2495,4703.196,1903.237,73.23589,0.16016,0.095,1185.844182,112.575
2496,4703.196,1904.237,74.23589,0.1036,0.095,1202.501666,112.575
2497,4703.196,1905.237,75.23589,0.084862,0.095,1207.45674,112.575
2498,4703.196,1906.237,76.23589,0.052101,0.095,1207.878449,112.575
2499,4703.196,1907.237,77.23589,0.014673,0.095,1212.833523,112.575
2500,4703.196,1908.237,78.23589,0,0.095,1235.025931,112.575
2501,4703.196,1909.237,79.23589,0,0.095,1141.143085,112.575
2502,4703.196,1910.237,80.23589,0,0.095,1048.683506,112.575
2503,4703.196,1911.237,81.23589,0,0.095,948.3168933,112.575
2504,4703.196,1912.237,82.23589,0,0.095,892.5986634,112.575
2505,4703.196,1913.237,83.23589,0,0.095,868.1395729,112.575
2506,4703.196,1914.237,84.23589,0,0.095,870.6171101,112.575
2507,4703.196,1915.237,85.23589,0,0.095,942.04398,112.575
2508,4703.196,1916.237,86.23589,0,0.095,956.6456353,112.575
2509,4703.196,1917.237,87.23589,0,0.095,913.5259456,112.575
2510,4703.196,1918.237,88.23589,0,0.095,923.9632299,112.575
2511,4703.196,1919.237,89.23589,0,0.095,982.3698512,112.575
2512,4703.196,1920.237,90.23589,0,0.095,1033.976424,112.575
2513,4703.196,1921.237,91.23589,0,0.095,1077.517822,112.575
2514,4703.196,1922.237,92.23589,0,0.095,1130.600374,112.575
2515,4703.196,1923.237,93.23589,0,0.095,1152.4765,112.575
2516,4703.196,1924.237,94.23589,0.062188,0.095,1163.704488,112.575
2517,4703.196,1925.237,95.23589,0.15426,0.095,1175.88132,112.575
2518,4703.196,1926.237,96.23589,0.16016,0.095,1191.326392,112.575
2519,4703.196,1927.237,97.23589,0.1036,0.095,1211.199403,112.575
2520,4703.196,1928.237,98.23589,0.084862,0.095,1232.917388,112.575
2521,4703.196,1929.237,99.23589,0,0.095,1239.243015,112.575
2522,4703.196,1930.237,100.23589,0,0.095,1236.185629,112.575
2523,4703.196,1931.237,101.23589,0.062188,0.095,1244.250803,112.575
2524,4703.196,1932.237,102.23589,0.15426,0.095,1238.136031,112.575
2525,4703.196,1933.237,103.23589,0.16016,0.095,1177.620867,112.575
2526,4703.196,1934.237,104.23589,0.1036,0.095,1101.555204,112.575
2527,4703.196,1935.237,105.23589,0.084862,0.095,1039.036925,112.575
2528,4703.196,1936.237,106.23589,0.052101,0.095,1000.556028,112.575
2529,4703.196,1937.237,107.23589,0.014673,0.095,988.115629,112.575
2530,4703.196,1938.237,108.23589,0,0.095,995.4428134,112.575
2531,4703.196,1939.237,109.23589,0,0.095,1003.613415,112.575
2532,4703.196,1940.237,110.23589,0,0.095,1012.100297,112.575
2533,4703.196,1941.237,111.23589,0,0.095,1006.090952,112.575
2534,4703.196,1942.237,112.23589,0,0.095,1007.356077,112.575
2535,4703.196,1943.237,113.23589,0,0.095,1038.720644,112.575
2536,4703.196,1944.237,114.23589,0,0.095,1101.660631,112.575
2537,4703.196,1945.237,115.23589,0,0.095,1204.34664,112.575
2538,4703.196,1946.237,116.23589,0,0.095,1198.073727,112.575
2539,4703.196,1947.237,117.23589,0,0.095,1190.008553,112.575
2540,4703.196,1948.237,118.23589,0,0.095,1194.541919,112.575
2541,4703.196,1949.237,119.23589,0,0.095,1222.111109,112.575
2542,4703.196,1950.237,120.23589,0,0.095,1254.529947,112.575
2543,4703.196,1951.237,121.23589,0,0.095,1276.564214,112.575
2544,4703.196,1952.237,122.23589,0,0.095,1299.547325,112.575
2545,4703.196,1953.237,123.23589,0,0.095,1302.130289,112.575
2546,4703.196,1954.237,124.23589,0.062188,0.095,1306.769082,112.575
2547,4703.196,1955.237,125.23589,0.15426,0.095,1308.034207,112.575
2548,4703.196,1956.237,126.23589,0.16016,0.095,1284.36582,112.575
2549,4703.196,1957.237,127.23589,0.1036,0.095,1184.157348,112.575
2550,4703.196,1958.237,128.23589,0.084862,0.095,1118.370829,112.575
2551,4703.196,1959.237,129.23589,0,0.095,1056.116118,112.575
2552,4703.196,1960.237,130.23589,0,0.095,1001.715727,112.575
2553,4703.196,1961.237,131.23589,0.062188,0.095,958.8068912,112.575
2554,4703.196,1962.237,132.23589,0.15426,0.095,925.2283553,112.575
2555,4703.196,1963.237,133.23589,0.16016,0.095,908.4127305,112.575
2556,4703.196,1964.237,134.23589,0.1036,0.095,914.791071,112.575
2557,4703.196,1965.237,135.23589,0.084862,0.095,940.4625733,112.575
2558,4703.196,1966.237,136.23589,0.052101,0.095,976.3605057,112.575
2559,4703.196,1967.237,137.23589,0.014673,0.095,1023.064717,112.575
2560,4703.196,1968.237,138.23589,0,0.095,1090.221789,112.575
2561,4703.196,1969.237,139.23589,0,0.095,1193.118653,112.575
2562,4703.196,1970.237,140.23589,0,0.095,1212.833523,112.575
2563,4703.196,1971.237,141.23589,0,0.095,1212.93895,112.575
2564,4703.196,1972.237,142.23589,0,0.095,1212.04282,112.575
2565,4703.196,1973.237,143.23589,0,0.095,1209.301715,112.575
2566,4703.196,1974.237,144.23589,0,0.095,1210.883122,112.575
2567,4703.196,1975.237,145.23589,0,0.095,1223.428948,112.575
2568,4703.196,1976.237,146.23589,0,0.095,1240.560854,112.575
2569,4703.196,1977.237,147.23589,0,0.095,1252.526832,112.575
2570,4703.196,1978.237,148.23589,0,0.095,1259.695875,112.575
2571,4703.196,1979.237,149.23589,0,0.095,1272.083561,112.575
2572,4703.196,1980.237,150.23589,0,0.095,1275.299088,112.575
2573,4703.196,1981.237,151.23589,0,0.095,1176.408455,112.575
2574,4703.196,1982.237,152.23589,0,0.095,1100.184651,112.575
2575,4703.196,1983.237,153.23589,0,0.095,1038.615217,112.575
2576,4703.196,1984.237,154.23589,0.062188,0.095,989.2753272,112.575
2577,4703.196,1985.237,155.23589,0.15426,0.095,944.9959392,112.575
2578,4703.196,1986.237,156.23589,0.16016,0.095,908.7290119,112.575
2579,4703.196,1987.237,157.23589,0.1036,0.095,899.2932851,112.575
2580,4703.196,1988.237,158.23589,0.084862,0.095,909.6778559,112.575
2581,4703.196,1989.237,159.23589,0,0.095,932.5028262,112.575
2582,4703.196,1990.237,160.23589,0,0.095,968.7170399,112.575
2583,4703.196,1991.237,161.23589,0.062188,0.095,1022.643009,112.575
2584,4703.196,1992.237,162.23589,0.15426,0.095,1100.131938,112.575
2585,4703.196,1993.237,163.23589,0.16016,0.095,1222.690958,112.575
2586,4703.196,1994.237,164.23589,0.1036,0.095,1261.329996,112.575
2587,4703.196,1995.237,165.23589,0.084862,0.095,1280.781298,112.575
2588,4703.196,1996.237,166.23589,0.052101,0.095,1287.054212,112.575
2589,4703.196,1997.237,167.23589,0.014673,0.095,1279.147178,112.575
2590,4703.196,1998.237,168.23589,0,0.095,1276.933209,112.575
2591,4703.196,1999.237,169.23589,0,0.095,1289.004613,112.575
2592,4703.196,2000.237,170.23589,0,0.095,1315.466819,112.575
2593,4703.196,2001.237,171.23589,0,0.095,1320.580034,112.575
2594,4703.196,2002.237,172.23589,0,0.095,1313.516417,112.575
2595,4703.196,2003.237,173.23589,0,0.095,1314.517975,112.575
2596,4703.196,2004.237,174.23589,0,0.095,1287.423207,112.575
2597,4703.196,2005.237,175.23589,0,0.095,1217.68317,112.575
2598,4703.196,2006.237,176.23589,0,0.095,1152.740068,112.575
2599,4703.196,2007.237,177.23589,0,0.095,1100.60636,112.575
2600,4703.196,2008.237,178.23589,0,0.095,1069.452648,112.575
2601,4703.196,1809.237,179.23589,0,0.095,1043.833859,112.575
2602,4703.196,1810.237,180.23589,0,0.095,1031.288032,112.575
2603,4703.196,1811.237,181.23589,0,0.095,1016.739091,112.575
2604,4703.196,1812.237,182.23589,0,0.095,1014.577835,112.575
2605,4703.196,1813.237,183.23589,0,0.095,1029.653912,112.575
2606,4703.196,1814.237,184.23589,0.062188,0.095,1055.85255,112.575
2607,4703.196,1815.237,185.23589,0.15426,0.095,1092.488472,112.575
2608,4703.196,1816.237,186.23589,0.16016,0.095,1140.984945,112.575
2609,4703.196,1817.237,187.23589,0.1036,0.095,1205.190057,112.575
2610,4703.196,1818.237,188.23589,0.084862,0.095,1236.976332,112.575
2611,4703.196,1819.237,189.23589,0,0.095,1258.799745,112.575
2612,4703.196,1820.237,190.23589,0,0.095,1272.979692,112.575
2613,4703.196,1821.237,191.23589,0.062188,0.095,1287.47592,112.575
2614,4703.196,1822.237,192.23589,0.15426,0.095,1301.708581,112.575
2615,4703.196,1823.237,193.23589,0.16016,0.095,1313.990839,112.575
2616,4703.196,1824.237,194.23589,0.1036,0.095,1330.068474,112.575
2617,4703.196,1825.237,195.23589,0.084862,0.095,1343.668572,112.575
2618,4703.196,1826.237,196.23589,0.052101,0.095,1351.259324,112.575
2619,4703.196,1827.237,197.23589,0.014673,0.095,1356.952388,112.575
2620,4703.196,1828.237,198.23589,0,0.095,1329.646766,112.575
2621,4703.196,1829.237,199.23589,0,0.095,1205.928047,112.575
2622,4703.196,1830.237,200.23589,0,0.095,1142.144643,112.575
2623,4703.196,1831.237,201.23589,0,0.095,1065.235563,112.575
2624,4703.196,1832.237,202.23589,0,0.095,1008.937484,112.575
2625,4703.196,1833.237,203.23589,0,0.095,970.9837229,112.575
2626,4703.196,1834.237,204.23589,0,0.095,955.7495049,112.575
2627,4703.196,1835.237,205.23589,0,0.095,957.0673438,112.575
2628,4703.196,1836.237,206.23589,0,0.095,967.2410603,112.575
2629,4703.196,1837.237,207.23589,0,0.095,986.5342222,112.575
2630,4703.196,1838.237,208.23589,0,0.095,1018.531351,112.575
2631,4703.196,1839.237,209.23589,0,0.095,1065.762699,112.575
2632,4703.196,1840.237,210.23589,0,0.095,1131.391077,112.575
2633,4703.196,1841.237,211.23589,0,0.095,1211.568398,112.575
2634,4703.196,1842.237,212.23589,0,0.095,1240.35,112.575
2635,4703.196,1843.237,213.23589,0,0.095,1232.759248,112.575
2636,4703.196,1844.237,214.23589,0.062188,0.095,1234.1298,112.575
2637,4703.196,1845.237,215.23589,0.15426,0.095,1236.185629,112.575
2638,4703.196,1846.237,216.23589,0.16016,0.095,1229.860002,112.575
2639,4703.196,1847.237,217.23589,0.1036,0.095,1218.895582,112.575
2640,4703.196,1848.237,218.23589,0.084862,0.095,1229.807289,112.575
2641,4703.196,1849.237,219.23589,0,0.095,1249.996581,112.575
2642,4703.196,1850.237,220.23589,0,0.095,1256.216781,112.575
2643,4703.196,1851.237,221.23589,0.062188,0.095,1259.537735,112.575
2644,4703.196,1852.237,222.23589,0.15426,0.095,1268.182758,112.575
2645,4703.196,1853.237,223.23589,0.16016,0.095,1261.646277,112.575
2646,4703.196,1854.237,224.23589,0.1036,0.095,1252.526832,112.575
2647,4703.196,1855.237,225.23589,0.084862,0.095,1253.581103,112.575
2648,4703.196,1856.237,226.23589,0.052101,0.095,1257.903615,112.575
2649,4703.196,1857.237,227.23589,0.014673,0.095,1207.140459,112.575
2650,4703.196,1858.237,228.23589,0,0.095,1178.885992,112.575
2651,4703.196,1859.237,229.23589,0,0.095,1168.448708,112.575
2652,4703.196,1860.237,230.23589,0,0.095,1162.492076,112.575
2653,4703.196,1861.237,231.23589,0,0.095,1175.723179,112.575
2654,4703.196,1862.237,232.23589,0,0.095,1194.383778,112.575
2655,4703.196,1863.237,233.23589,0,0.095,1219.686286,112.575
2656,4703.196,1864.237,234.23589,0,0.095,1257.69276,112.575
2657,4703.196,1865.237,235.23589,0,0.095,1327.380083,112.575
2658,4703.196,1866.237,236.23589,0,0.095,1365.913693,112.575
2659,4703.196,1867.237,237.23589,0,0.095,1379.144796,112.575
2660,4703.196,1868.237,238.23589,0,0.095,1375.876555,112.575
2661,4703.196,1869.237,239.23589,0,0.095,1369.972637,112.575
2662,4703.196,1870.237,240.23589,0,0.095,1343.984853,112.575
2663,4703.196,1871.237,241.23589,0,0.095,1335.972393,112.575
2664,4703.196,1872.237,242.23589,0,0.095,1339.609628,112.575
2665,4703.196,1873.237,243.23589,0,0.095,1340.08405,112.575
2666,4703.196,1874.237,244.23589,0.062188,0.095,1341.032894,112.575
2667,4703.196,1875.237,245.23589,0.15426,0.095,1332.282444,112.575
2668,4703.196,1876.237,246.23589,0.16016,0.095,1298.967476,112.575
2669,4703.196,1877.237,247.23589,0.1036,0.095,1226.697189,112.575
2670,4703.196,1878.237,248.23589,0.084862,0.095,1162.492076,112.575
2671,4703.196,1879.237,249.23589,0,0.095,1107.617263,112.575
2672,4703.196,1880.237,250.23589,0,0.095,1072.246466,112.575
2673,4703.196,1881.237,251.23589,0.062188,0.095,1041.409035,112.575
2674,4703.196,1882.237,252.23589,0.15426,0.095,1020.323612,112.575
2675,4703.196,1883.237,253.23589,0.16016,0.095,1006.723515,112.575
2676,4703.196,1884.237,254.23589,0.1036,0.095,1003.349847,112.575
2677,4703.196,1885.237,255.23589,0.084862,0.095,1019.84919,112.575
2678,4703.196,1886.237,256.23589,0.052101,0.095,1048.050943,112.575
2679,4703.196,1887.237,257.23589,0.014673,0.095,1092.541186,112.575
2680,4703.196,1888.237,258.23589,0,0.095,1150.578812,112.575
2681,4703.196,1889.237,259.23589,0,0.095,1220.898697,112.575
2682,4703.196,1890.237,260.23589,0,0.095,1285.789086,112.575
2683,4703.196,1891.237,261.23589,0,0.095,1314.359834,112.575
2684,4703.196,1892.237,262.23589,0,0.095,1322.477722,112.575
2685,4703.196,1893.237,263.23589,0,0.095,1319.156768,112.575
2686,4703.196,1894.237,264.23589,0,0.095,1312.51486,112.575
2687,4703.196,1895.237,265.23589,0,0.095,1305.503957,112.575
2688,4703.196,1896.237,266.23589,0,0.095,1293.485266,112.575
2689,4703.196,1897.237,267.23589,0,0.095,1298.124059,112.575
2690,4703.196,1898.237,268.23589,0,0.095,1306.716368,112.575
2691,4703.196,1899.237,269.23589,0,0.095,1309.510187,112.575
2692,4703.196,1900.237,270.23589,0,0.095,1295.277527,112.575
2693,4703.196,1901.237,271.23589,0,0.095,1189.21785,112.575
2694,4703.196,1902.237,272.23589,0,0.095,1100.184651,112.575
2695,4703.196,1903.237,273.23589,0,0.095,1016.053814,112.575
2696,4703.196,1904.237,274.23589,0.062188,0.095,944.9959392,112.575
2697,4703.196,1905.237,275.23589,0.15426,0.095,894.2327837,112.575
2698,4703.196,1906.237,276.23589,0.16016,0.095,861.5503782,112.575
2699,4703.196,1907.237,277.23589,0.1036,0.095,847.5812856,112.575
2700,4703.196,1908.237,278.23589,0.084862,0.095,851.7456566,112.575
2701,4703.196,1909.237,279.23589,0,0.095,872.9892201,112.575
2702,4703.196,1910.237,280.23589,0,0.095,908.2545899,112.575
2703,4703.196,1911.237,281.23589,0.062188,0.095,961.0208606,112.575
2704,4703.196,1912.237,282.23589,0.15426,0.095,1051.530038,112.575
2705,4703.196,1913.237,283.23589,0.16016,0.095,1182.99765,112.575
2706,4703.196,1914.237,284.23589,0.1036,0.095,1226.011912,112.575
2707,4703.196,1915.237,285.23589,0.084862,0.095,1255.584218,112.575
2708,4703.196,1916.237,286.23589,0.052101,0.095,1290.269739,112.575
2709,4703.196,1917.237,287.23589,0.014673,0.095,1313.516417,112.575
2710,4703.196,1918.237,288.23589,0,0.095,1318.945914,112.575
2711,4703.196,1919.237,289.23589,0,0.095,1330.701037,112.575
2712,4703.196,1920.237,290.23589,0,0.095,1335.076262,112.575
2713,4703.196,1921.237,291.23589,0,0.095,1327.011088,112.575
2714,4703.196,1922.237,292.23589,0,0.095,1311.882297,112.575
2715,4703.196,1923.237,293.23589,0,0.095,1316.731944,112.575
2716,4703.196,1924.237,294.23589,0,0.095,1286.527076,112.575
2717,4703.196,1925.237,295.23589,0,0.095,1152.529214,112.575
2718,4703.196,1926.237,296.23589,0,0.095,1012.891001,112.575
2719,4703.196,1927.237,297.23589,0,0.095,894.2854972,112.575
2720,4703.196,1928.237,298.23589,0,0.095,808.2042584,112.575
2721,4703.196,1929.237,299.23589,0,0.095,741.3634679,112.575
2722,4703.196,1930.237,300.23589,0,0.095,690.0204632,112.575
2723,4703.196,1931.237,301.23589,0,0.095,657.8651934,112.575
2724,4703.196,1932.237,302.23589,0,0.095,643.8961007,112.575
2725,4703.196,1933.237,303.23589,0,0.095,659.4993136,112.575
2726,4703.196,1934.237,304.23589,0.062188,0.095,697.5585019,112.575
2727,4703.196,1935.237,305.23589,0.15426,0.095,766.1388398,112.575
2728,4703.196,1936.237,306.23589,0.16016,0.095,914.6329303,112.575
2729,4703.196,1937.237,307.23589,0.1036,0.095,1060.649484,112.575
2730,4703.196,1938.237,308.23589,0.084862,0.095,1099.235807,112.575
2731,4703.196,1939.237,309.23589,0,0.095,1117.21113,112.575
2732,4703.196,1940.237,310.23589,0,0.095,1134.975599,112.575
2733,4703.196,1941.237,311.23589,0.062188,0.095,1150.315244,112.575
2734,4703.196,1942.237,312.23589,0.15426,0.095,1162.913785,112.575
2735,4703.196,1943.237,313.23589,0.16016,0.095,1157.168007,112.575
2736,4703.196,1944.237,314.23589,0.1036,0.095,1156.904439,112.575
2737,4703.196,1945.237,315.23589,0.084862,0.095,1180.994535,112.575
2738,4703.196,1946.237,316.23589,0.052101,0.095,1213.044377,112.575
2739,4703.196,1947.237,317.23589,0.014673,0.095,1232.811961,112.575
2740,4703.196,1948.237,318.23589,0,0.095,1194.067497,112.575
2741,4703.196,1949.237,319.23589,0,0.095,1053.691294,112.575
2742,4703.196,1950.237,320.23589,0,0.095,922.0128283,112.575
2743,4703.196,1951.237,321.23589,0,0.095,784.3777305,112.575
2744,4703.196,1952.237,322.23589,0,0.095,677.5273502,112.575
2745,4703.196,1953.237,323.23589,0,0.095,610.3702784,112.575
2746,4703.196,1954.237,324.23589,0,0.095,571.2041054,112.575
2747,4703.196,1955.237,325.23589,0,0.095,554.8629027,112.575
2748,4703.196,1956.237,326.23589,0,0.095,566.6180259,112.575
2749,4703.196,1957.237,327.23589,0,0.095,593.7655079,112.575
2750,4703.196,1958.237,328.23589,0,0.095,642.2619804,112.575
2751,4703.196,1959.237,329.23589,0,0.095,717.4842265,112.575
2752,4703.196,1960.237,330.23589,0,0.095,845.7363111,112.575
2753,4703.196,1961.237,331.23589,0,0.095,969.6131704,112.575
2754,4703.196,1962.237,332.23589,0,0.095,1005.300249,112.575
2755,4703.196,1963.237,333.23589,0,0.095,1041.250895,112.575
2756,4703.196,1964.237,334.23589,0.062188,0.095,1063.496016,112.575
2757,4703.196,1965.237,335.23589,0.15426,0.095,1076.30541,112.575
2758,4703.196,1966.237,336.23589,0.16016,0.095,1089.378372,112.575
2759,4703.196,1967.237,337.23589,0.1036,0.095,1103.031184,112.575
2760,4703.196,1968.237,338.23589,0.084862,0.095,1118.950678,112.575
2761,4703.196,1969.237,339.23589,0,0.095,1132.814343,112.575
2762,4703.196,1970.237,340.23589,0,0.095,1145.254743,112.575
2763,4703.196,1971.237,341.23589,0.062188,0.095,1159.540117,112.575
2764,4703.196,1972.237,342.23589,0.15426,0.095,1132.181781,112.575
2765,4703.196,1973.237,343.23589,0.16016,0.095,982.633419,112.575
2766,4703.196,1974.237,344.23589,0.1036,0.095,852.3255057,112.575
2767,4703.196,1975.237,345.23589,0.084862,0.095,723.8098534,112.575
2768,4703.196,1976.237,346.23589,0.052101,0.095,633.6169571,112.575
2769,4703.196,1977.237,347.23589,0.014673,0.095,568.1994326,112.575
2770,4703.196,1978.237,348.23589,0,0.095,529.2968274,112.575
2771,4703.196,1979.237,349.23589,0,0.095,507.684269,112.575
2772,4703.196,1980.237,350.23589,0,0.095,512.3757756,112.575
2773,4703.196,1981.237,351.23589,0,0.095,542.3697896,112.575
2774,4703.196,1982.237,352.23589,0,0.095,603.2539481,112.575
2775,4703.196,1983.237,353.23589,0,0.095,696.4515172,112.575
2776,4703.196,1984.237,354.23589,0,0.095,838.4618402,112.575
2777,4703.196,1985.237,355.23589,0,0.095,925.6500637,112.575
2778,4703.196,1986.237,356.23589,0,0.095,944.0998087,112.575
2779,4703.196,1987.237,357.23589,0,0.095,950.1618678,112.575
2780,4703.196,1988.237,358.23589,0,0.095,959.4921674,112.575
2781,4703.196,1989.237,359.23589,0,0.095,955.9076455,112.575
2782,4703.196,1990.237,360.23589,0,0.095,987.272212,112.575
2783,4703.196,1991.237,361.23589,0,0.095,1011.046026,112.575
2784,4703.196,1992.237,362.23589,0,0.095,1037.139237,112.575
2785,4703.196,1993.237,363.23589,0,0.095,1066.606116,112.575
2786,4703.196,1994.237,364.23589,0.062188,0.095,1096.547416,112.575
2787,4703.196,1995.237,365.23589,0.15426,0.095,1112.783192,112.575
2788,4703.196,1996.237,366.23589,0.16016,0.095,1102.97847,112.575
2789,4703.196,1997.237,367.23589,0.1036,0.095,1007.039796,112.575
2790,4703.196,1998.237,368.23589,0.084862,0.095,879.5257012,112.575
2791,4703.196,1999.237,369.23589,0,0.095,754.4891436,112.575
2792,4703.196,2000.237,370.23589,0,0.095,664.1381067,112.575
2793,4703.196,2001.237,371.23589,0.062188,0.095,601.9361092,112.575
2794,4703.196,2002.237,372.23589,0.15426,0.095,563.1916447,112.575
2795,4703.196,2003.237,373.23589,0.16016,0.095,542.0007947,112.575
2796,4703.196,2004.237,374.23589,0.1036,0.095,535.780595,112.575
2797,4703.196,2005.237,375.23589,0.084862,0.095,549.2225521,112.575
2798,4703.196,2006.237,376.23589,0.052101,0.095,578.267722,112.575
2799,4703.196,2007.237,377.23589,0.014673,0.095,639.2573077,112.575
2800,4703.196,2008.237,378.23589,0,0.095,778.3156715,112.575
2801,4703.196,1809.237,379.23589,0,0.095,921.6438334,112.575
2802,4703.196,1810.237,380.23589,0,0.095,958.8596047,112.575
2803,4703.196,1811.237,381.23589,0,0.095,980.5775903,112.575
2804,4703.196,1812.237,382.23589,0,0.095,996.5497981,112.575
2805,4703.196,1813.237,383.23589,0,0.095,997.2877879,112.575
2806,4703.196,1814.237,384.23589,0,0.095,1054.271143,112.575
2807,4703.196,1815.237,385.23589,0,0.095,1086.057418,112.575
2808,4703.196,1816.237,386.23589,0,0.095,1101.924199,112.575
2809,4703.196,1817.237,387.23589,0,0.095,1109.514951,112.575
2810,4703.196,1818.237,388.23589,0,0.095,1116.209573,112.575
2811,4703.196,1819.237,389.23589,0,0.095,1123.589471,112.575
2812,4703.196,1820.237,390.23589,0,0.095,1102.398621,112.575
