timestep,demand_water,demand_f,wastewater,temperature,demand_electricity
1264,125.2893,0.15426,0.095,9.769,42.8
1265,126.2893,0.16016,0.095,9.145,42.8
1266,127.2893,0.1036,0.095,8.758,42.8
1267,128.2893,0.084862,0.095,8.488,42.8
1268,129.2893,0.052101,0.095,8.489,42.8
1269,130.2893,0.014673,0.095,8.596,42.8
1270,131.2893,0,0.095,8.634,42.8
1271,132.2893,0,0.095,8.58,42.8
1272,133.2893,0,0.095,8.529,42.8
1273,134.2893,0,0.095,8.264,42.8
1274,135.2893,0,0.095,7.897,42.8
1275,136.2893,0,0.095,7.789,42.8
1276,137.2893,0,0.095,7.657,42.8
1277,138.2893,0,0.095,7.563,42.8
1278,139.2893,0,0.095,9.776,42.8
1279,140.2893,0,0.095,12.037,42.8
1280,141.2893,0,0.095,13.672,42.8
1281,142.2893,0,0.095,14.578,42.8
1282,143.2893,0,0.095,15.186,42.8
1283,144.2893,0,0.095,15.433,42.8
1284,145.2893,0,0.095,15.327,42.8
1285,146.2893,0,0.095,14.949,42.8
1286,147.2893,0.062188,0.095,14.301,42.8
1287,148.2893,0.15426,0.095,12.472,42.8
1288,149.2893,0.16016,0.095,10.089,42.8
1289,150.2893,0.1036,0.095,9.305,42.8
1290,151.2893,0.084862,0.095,9.125,42.8
1291,152.2893,0,0.095,8.942,42.8
1292,153.2893,0,0.095,8.436,42.8
1293,154.2893,0.062188,0.095,8.201,42.8
1294,155.2893,0.15426,0.095,8.429,42.8
1295,156.2893,0.16016,0.095,8.555,42.8
1296,157.2893,0.1036,0.095,8.176,42.8
1297,158.2893,0.084862,0.095,7.866,42.8
1298,159.2893,0.052101,0.095,7.679,42.8
1299,160.2893,0.014673,0.095,7.616,42.8
1300,161.2893,0,0.095,7.48,42.8
1301,162.2893,0,0.095,7.778,42.8
1302,163.2893,0,0.095,9.802,42.8
1303,164.2893,0,0.095,12.173,42.8
1304,165.2893,0,0.095,14.358,42.8
1305,166.2893,0,0.095,15.903,42.8
1306,167.2893,0,0.095,16.85,42.8
1307,168.2893,0,0.095,17.381,42.8
1308,169.2893,0,0.095,17.435,42.8
1309,170.2893,0,0.095,17.052,42.8
1310,171.2893,0,0.095,16.245,42.8
1311,172.2893,0,0.095,13.946,42.8
1312,173.2893,0,0.095,11.775,42.8
1313,174.2893,0,0.095,11.372,42.8
1314,175.2893,0,0.095,11.141,42.8
1315,176.2893,0,0.095,10.197,42.8
1316,177.2893,0.062188,0.095,9.308,42.8
1317,178.2893,0.15426,0.095,9.604,42.8
1318,179.2893,0.16016,0.095,9.253,42.8
1319,180.2893,0.1036,0.095,8.847,42.8
1320,181.2893,0.084862,0.095,8.643,42.8
1321,182.2893,0,0.095,8.597,42.8
1322,183.2893,0,0.095,8.619,42.8
1323,184.2893,0.062188,0.095,8.517,42.8
1324,185.2893,0.15426,0.095,8.302,42.8
1325,186.2893,0.16016,0.095,8.54,42.8
1326,187.2893,0.1036,0.095,10.336,42.8
1327,188.2893,0.084862,0.095,13.044,42.8
1328,189.2893,0.052101,0.095,15.794,42.8
1329,190.2893,0.014673,0.095,17.943,42.8
1330,191.2893,0,0.095,19.367,42.8
1331,192.2893,0,0.095,20.21,42.8
1332,193.2893,0,0.095,20.544,42.8
1333,194.2893,0,0.095,20.288,42.8
1334,195.2893,0,0.095,19.147,42.8
1335,196.2893,0,0.095,16.146,42.8
1336,197.2893,0,0.095,13.789,42.8
1337,198.2893,0,0.095,14.328,42.8
1338,199.2893,0,0.095,14.527,42.8
1339,200.2893,0,0.095,14.033,42.8
1340,201.2893,0,0.095,13.34,42.8
1341,202.2893,0,0.095,12.859,42.8
1342,203.2893,0,0.095,12.494,42.8
1343,204.2893,0,0.095,12.15,42.8
1344,205.2893,0,0.095,11.806,42.8
1345,206.2893,0,0.095,11.471,42.8
1346,207.2893,0.062188,0.095,11.262,42.8
1347,208.2893,0.15426,0.095,10.889,42.8
1348,209.2893,0.16016,0.095,10.398,42.8
1349,210.2893,0.1036,0.095,10.384,42.8
1350,211.2893,0.084862,0.095,11.709,42.8
1351,212.2893,0,0.095,13.585,42.8
1352,213.2893,0,0.095,15.793,42.8
1353,214.2893,0.062188,0.095,16.918,42.8
1354,215.2893,0.15426,0.095,17.208,42.8
1355,216.2893,0.16016,0.095,16.986,42.8
1356,217.2893,0.1036,0.095,16.344,42.8
1357,218.2893,0.084862,0.095,15.315,42.8
1358,219.2893,0.052101,0.095,13.985,42.8
1359,220.2893,0.014673,0.095,12.498,42.8
1360,221.2893,0,0.095,11.437,42.8
1361,222.2893,0,0.095,10.967,42.8
1362,223.2893,0,0.095,10.603,42.8
1363,224.2893,0,0.095,10.493,42.8
1364,225.2893,0,0.095,10.664,42.8
1365,226.2893,0,0.095,11.093,42.8
1366,227.2893,0,0.095,11.434,42.8
1367,228.2893,0,0.095,11.15,42.8
1368,229.2893,0,0.095,11.019,42.8
1369,230.2893,0,0.095,10.93,42.8
1370,231.2893,0,0.095,11.094,42.8
1371,232.2893,0,0.095,11.32,42.8
1372,233.2893,0,0.095,11.39,42.8
1373,234.2893,0,0.095,11.528,42.8
1374,235.2893,0,0.095,11.808,42.8
1375,236.2893,0,0.095,12.256,42.8
1376,237.2893,0.062188,0.095,12.844,42.8
1377,238.2893,0.15426,0.095,12.985,42.8
1378,239.2893,0.16016,0.095,12.835,42.8
1379,240.2893,0.1036,0.095,13.016,42.8
1380,241.2893,0.084862,0.095,12.961,42.8
1381,242.2893,0,0.095,12.681,42.8
1382,243.2893,0,0.095,12.427,42.8
1383,244.2893,0.062188,0.095,12.045,42.8
1384,245.2893,0.15426,0.095,11.364,42.8
1385,246.2893,0.16016,0.095,11.071,42.8
1386,247.2893,0.1036,0.095,10.84,42.8
1387,248.2893,0.084862,0.095,10.473,42.8
1388,249.2893,0.052101,0.095,9.985,42.8
1389,250.2893,0.014673,0.095,10.029,42.8
1390,251.2893,0,0.095,10.444,42.8
1391,252.2893,0,0.095,10.719,42.8
1392,253.2893,0,0.095,10.831,42.8
1393,254.2893,0,0.095,10.593,42.8
1394,255.2893,0,0.095,10.324,42.8
1395,256.2893,0,0.095,10.119,42.8
1396,257.2893,0,0.095,9.952,42.8
1397,258.2893,0,0.095,9.869,42.8
1398,259.2893,0,0.095,9.924,42.8
1399,260.2893,0,0.095,10.171,42.8
1400,261.2893,0,0.095,10.263,42.8
1401,262.2893,0,0.095,10.134,42.8
1402,263.2893,0,0.095,10.147,42.8
1403,264.2893,0,0.095,10.318,42.8
1404,265.2893,0,0.095,10.258,42.8
1405,266.2893,0,0.095,9.811,42.8
1406,267.2893,0.062188,0.095,9.386,42.8
1407,268.2893,0.15426,0.095,8.838,42.8
1408,269.2893,0.16016,0.095,8.039,42.8
1409,270.2893,0.1036,0.095,7.611,42.8
1410,271.2893,0.084862,0.095,7.386,42.8
1411,272.2893,0,0.095,7.231,42.8
1412,273.2893,0,0.095,6.945,42.8
1413,274.2893,0.062188,0.095,6.271,42.8
1414,275.2893,0.15426,0.095,5.83,42.8
1415,276.2893,0.16016,0.095,5.618,42.8
1416,277.2893,0.1036,0.095,5.596,42.8
1417,0,0.084862,0.095,5.93,49.71
1418,0,0.052101,0.095,5.918,49.71
1419,0,0.014673,0.095,5.443,49.71
1420,0,0,0.095,4.982,49.71
1421,0,0,0.095,5.919,49.71
1422,0,0,0.095,8.512,49.71
1423,0,0,0.095,9.994,49.71
1424,0,0,0.095,11.061,49.71
1425,0,0,0.095,11.961,49.71
1426,0,0,0.095,12.629,49.71
1427,0,0,0.095,13.021,49.71
1428,50.23589,0,0.095,13.048,49.71
1429,51.23589,0,0.095,12.729,49.71
1430,52.23589,0,0.095,12.109,49.71
1431,53.23589,0,0.095,11.167,49.71
1432,54.23589,0,0.095,9.887,49.71
1433,55.23589,0,0.095,9.634,49.71
1434,56.23589,0,0.095,9.651,49.71
1435,57.23589,0,0.095,9.586,49.71
1436,58.23589,0.062188,0.095,9.382,49.71
1437,59.23589,0.15426,0.095,9.284,49.71
1438,60.23589,0.16016,0.095,9.112,49.71
1439,61.23589,0.1036,0.095,9.156,49.71
1440,62.23589,0.084862,0.095,9.269,49.71
1441,63.23589,0,0.095,9.707,49.71
1442,64.23589,0,0.095,9.821,49.71
1443,65.23589,0.062188,0.095,9.534,49.71
1444,66.23589,0.15426,0.095,9.391,49.71
1445,67.23589,0.16016,0.095,9.703,49.71
1446,68.23589,0.1036,0.095,10.609,49.71
1447,69.23589,0.084862,0.095,11.596,49.71
1448,70.23589,0.052101,0.095,12.586,49.71
1449,71.23589,0.014673,0.095,13.079,49.71
1450,72.23589,0,0.095,12.853,49.71
1451,73.23589,0,0.095,12.463,49.71
1452,74.23589,0,0.095,12.468,49.71
1453,75.23589,0,0.095,12.514,49.71
1454,76.23589,0,0.095,12.148,49.71
1455,77.23589,0,0.095,11.597,49.71
1456,78.23589,0,0.095,10.433,49.71
1457,79.23589,0,0.095,9.884,49.71
1458,80.23589,0,0.095,10.001,49.71
1459,81.23589,0,0.095,9.847,49.71
1460,82.23589,0,0.095,9.424,49.71
1461,83.23589,0,0.095,9.295,49.71
1462,84.23589,0,0.095,9.388,49.71
1463,85.23589,0,0.095,9.482,49.71
1464,86.23589,0,0.095,9.447,49.71
1465,87.23589,0,0.095,9.277,49.71
1466,88.23589,0.062188,0.095,9.342,49.71
1467,89.23589,0.15426,0.095,9.187,49.71
1468,90.23589,0.16016,0.095,8.995,49.71
1469,91.23589,0.1036,0.095,9.167,49.71
1470,92.23589,0.084862,0.095,10.116,49.71
1471,93.23589,0,0.095,11.811,49.71
1472,94.23589,0,0.095,13.267,49.71
1473,95.23589,0.062188,0.095,13.95,49.71
1474,96.23589,0.15426,0.095,14.543,49.71
1475,97.23589,0.16016,0.095,14.744,49.71
1476,98.23589,0.1036,0.095,14.631,49.71
1477,99.23589,0.084862,0.095,14.215,49.71
1478,100.23589,0.052101,0.095,13.668,49.71
1479,101.23589,0.014673,0.095,12.594,49.71
1480,102.23589,0,0.095,10.428,49.71
1481,103.23589,0,0.095,10.306,49.71
1482,104.23589,0,0.095,10.322,49.71
1483,105.23589,0,0.095,10.054,49.71
1484,106.23589,0,0.095,9.323,49.71
1485,107.23589,0,0.095,8.641,49.71
1486,108.23589,0,0.095,8.337,49.71
1487,109.23589,0,0.095,8.48,49.71
1488,110.23589,0,0.095,8.574,49.71
1489,111.23589,0,0.095,8.522,49.71
1490,112.23589,0,0.095,8.593,49.71
1491,113.23589,0,0.095,8.572,49.71
1492,114.23589,0,0.095,8.446,49.71
1493,115.23589,0,0.095,9.04,49.71
1494,116.23589,0,0.095,10.054,49.71
1495,117.23589,0,0.095,11.301,49.71
1496,118.23589,0.062188,0.095,12.696,49.71
1497,119.23589,0.15426,0.095,13.753,49.71
1498,120.23589,0.16016,0.095,14.601,49.71
1499,121.23589,0.1036,0.095,15.143,49.71
1500,122.23589,0.084862,0.095,15.117,49.71
1501,123.23589,0,0.095,14.714,49.71
1502,124.23589,0,0.095,14.165,49.71
1503,125.23589,0.062188,0.095,13.146,49.71
1504,126.23589,0.15426,0.095,10.833,49.71
1505,127.23589,0.16016,0.095,10.497,49.71
1506,128.23589,0.1036,0.095,10.718,49.71
1507,129.23589,0.084862,0.095,10.882,49.71
1508,130.23589,0.052101,0.095,10.825,49.71
1509,131.23589,0.014673,0.095,10.673,49.71
1510,132.23589,0,0.095,10.497,49.71
1511,133.23589,0,0.095,10.128,49.71
1512,134.23589,0,0.095,9.559,49.71
1513,135.23589,0,0.095,9.005,49.71
1514,136.23589,0,0.095,8.684,49.71
1515,137.23589,0,0.095,8.421,49.71
1516,138.23589,0,0.095,8.357,49.71
1517,139.23589,0,0.095,9.096,49.71
1518,140.23589,0,0.095,10.51,49.71
1519,141.23589,0,0.095,12.221,49.71
1520,142.23589,0,0.095,13.767,49.71
1521,143.23589,0,0.095,14.74,49.71
1522,144.23589,0,0.095,15.294,49.71
1523,145.23589,0,0.095,15.415,49.71
1524,146.23589,0,0.095,15.232,49.71
1525,147.23589,0,0.095,14.734,49.71
1526,148.23589,0.062188,0.095,14.142,49.71
1527,149.23589,0.15426,0.095,13.127,49.71
1528,150.23589,0.16016,0.095,12.235,49.71
1529,151.23589,0.1036,0.095,11.828,49.71
1530,152.23589,0.084862,0.095,11.516,49.71
1531,153.23589,0,0.095,11.193,49.71
1532,154.23589,0,0.095,10.884,49.71
1533,155.23589,0.062188,0.095,10.552,49.71
1534,156.23589,0.15426,0.095,10.168,49.71
1535,157.23589,0.16016,0.095,9.969,49.71
1536,158.23589,0.1036,0.095,9.717,49.71
1537,159.23589,0.084862,0.095,9.319,49.71
1538,160.23589,0.052101,0.095,8.853,49.71
1539,161.23589,0.014673,0.095,8.602,49.71
1540,162.23589,0,0.095,8.302,49.71
1541,163.23589,0,0.095,8.739,49.71
1542,164.23589,0,0.095,11.343,49.71
1543,165.23589,0,0.095,13.824,49.71
1544,166.23589,0,0.095,15.492,49.71
1545,167.23589,0,0.095,16.328,49.71
1546,168.23589,0,0.095,16.812,49.71
1547,169.23589,0,0.095,16.908,49.71
1548,170.23589,0,0.095,16.653,49.71
1549,171.23589,0,0.095,16.098,49.71
1550,172.23589,0,0.095,15.254,49.71
1551,173.23589,0,0.095,13.829,49.71
1552,174.23589,0,0.095,10.661,49.71
1553,175.23589,0,0.095,9.677,49.71
1554,176.23589,0,0.095,9.214,49.71
1555,177.23589,0,0.095,8.92,49.71
1556,178.23589,0.062188,0.095,8.567,49.71
1557,179.23589,0.15426,0.095,8.424,49.71
1558,180.23589,0.16016,0.095,8.335,49.71
1559,181.23589,0.1036,0.095,8.153,49.71
1560,182.23589,0.084862,0.095,7.858,49.71
1561,183.23589,0,0.095,7.907,49.71
1562,184.23589,0,0.095,8.055,49.71
1563,185.23589,0.062188,0.095,8.558,49.71
1564,186.23589,0.15426,0.095,9.087,49.71
1565,187.23589,0.16016,0.095,9.931,49.71
1566,188.23589,0.1036,0.095,10.981,49.71
1567,189.23589,0.084862,0.095,11.99,49.71
1568,190.23589,0.052101,0.095,13.034,49.71
1569,191.23589,0.014673,0.095,13.877,49.71
1570,192.23589,0,0.095,14.373,49.71
1571,193.23589,0,0.095,14.542,49.71
1572,194.23589,0,0.095,14.516,49.71
1573,195.23589,0,0.095,14.404,49.71
1574,196.23589,0,0.095,14.135,49.71
1575,197.23589,0,0.095,13.527,49.71
1576,198.23589,0,0.095,12.135,49.71
1577,199.23589,0,0.095,10.835,49.71
1578,200.23589,0,0.095,9.872,49.71
1579,201.23589,0,0.095,9.231,49.71
1580,202.23589,0,0.095,8.72,49.71
1581,203.23589,0,0.095,8.415,49.71
1582,204.23589,0,0.095,8.183,49.71
1583,205.23589,0,0.095,7.929,49.71
1584,206.23589,0,0.095,7.682,49.71
1585,207.23589,0,0.095,7.523,49.71
1586,208.23589,0.062188,0.095,7.513,49.71
1587,209.23589,0.15426,0.095,7.6,49.71
1588,210.23589,0.16016,0.095,7.761,49.71
1589,211.23589,0.1036,0.095,9.046,49.71
1590,212.23589,0.084862,0.095,12.218,49.71
1591,213.23589,0,0.095,13.77,49.71
1592,214.23589,0,0.095,14.925,49.71
1593,215.23589,0.062188,0.095,15.738,49.71
1594,216.23589,0.15426,0.095,16.241,49.71
1595,217.23589,0.16016,0.095,16.441,49.71
1596,218.23589,0.1036,0.095,16.331,49.71
1597,219.23589,0.084862,0.095,15.953,49.71
1598,220.23589,0.052101,0.095,15.18,49.71
1599,221.23589,0.014673,0.095,13.565,49.71
1600,222.23589,0,0.095,10.631,49.71
1601,223.23589,0,0.095,9.443,49.71
1602,224.23589,0,0.095,8.576,49.71
1603,225.23589,0,0.095,7.598,49.71
1604,226.23589,0,0.095,7.208,49.71
1605,227.23589,0,0.095,6.964,49.71
1606,228.23589,0,0.095,7.131,49.71
1607,229.23589,0,0.095,7.354,49.71
1608,230.23589,0,0.095,7.092,49.71
1609,231.23589,0,0.095,6.94,49.71
1610,232.23589,0,0.095,6.857,49.71
1611,233.23589,0,0.095,6.772,49.71
1612,234.23589,0,0.095,6.729,49.71
1613,235.23589,0,0.095,7.622,49.71
1614,236.23589,0,0.095,10.232,49.71
1615,237.23589,0,0.095,13.005,49.71
1616,238.23589,0.062188,0.095,15.088,49.71
1617,239.23589,0.15426,0.095,16.518,49.71
1618,240.23589,0.16016,0.095,17.527,49.71
1619,241.23589,0.1036,0.095,18.039,49.71
1620,242.23589,0.084862,0.095,18.006,49.71
1621,243.23589,0,0.095,17.621,49.71
1622,244.23589,0,0.095,16.768,49.71
1623,245.23589,0.062188,0.095,14.75,49.71
1624,246.23589,0.15426,0.095,11.092,49.71
1625,247.23589,0.16016,0.095,9.969,49.71
1626,248.23589,0.1036,0.095,9.524,49.71
1627,249.23589,0.084862,0.095,9.349,49.71
1628,250.23589,0.052101,0.095,9.421,49.71
1629,251.23589,0.014673,0.095,9.558,49.71
1630,252.23589,0,0.095,9.497,49.71
1631,253.23589,0,0.095,9.304,49.71
1632,254.23589,0,0.095,9.252,49.71
1633,255.23589,0,0.095,9.034,49.71
1634,256.23589,0,0.095,8.599,49.71
1635,257.23589,0,0.095,8.237,49.71
1636,258.23589,0,0.095,7.934,49.71
1637,259.23589,0,0.095,8.826,49.71
1638,260.23589,0,0.095,11.667,49.71
1639,261.23589,0,0.095,14.14,49.71
1640,262.23589,0,0.095,15.587,49.71
1641,263.23589,0,0.095,16.406,49.71
1642,264.23589,0,0.095,16.879,49.71
1643,265.23589,0,0.095,16.941,49.71
1644,266.23589,0,0.095,16.54,49.71
1645,267.23589,0,0.095,15.676,49.71
1646,268.23589,0.062188,0.095,14.439,49.71
1647,269.23589,0.15426,0.095,12.979,49.71
1648,270.23589,0.16016,0.095,10.732,49.71
1649,271.23589,0.1036,0.095,9.74,49.71
1650,272.23589,0.084862,0.095,9.545,49.71
1651,273.23589,0,0.095,9.544,49.71
1652,274.23589,0,0.095,9.558,49.71
1653,275.23589,0.062188,0.095,9.406,49.71
1654,276.23589,0.15426,0.095,8.984,49.71
1655,277.23589,0.16016,0.095,8.562,49.71
1656,278.23589,0.1036,0.095,8.269,49.71
1657,279.23589,0.084862,0.095,7.977,49.71
1658,280.23589,0.052101,0.095,7.667,49.71
1659,281.23589,0.014673,0.095,7.51,49.71
1660,282.23589,0,0.095,7.531,49.71
1661,283.23589,0,0.095,8.584,49.71
1662,284.23589,0,0.095,11.266,49.71
1663,285.23589,0,0.095,13.673,49.71
1664,286.23589,0,0.095,15.487,49.71
1665,287.23589,0,0.095,16.825,49.71
1666,288.23589,0,0.095,17.614,49.71
1667,289.23589,0,0.095,17.994,49.71
1668,290.23589,0,0.095,17.929,49.71
1669,291.23589,0,0.095,17.429,49.71
1670,292.23589,0,0.095,16.483,49.71
1671,293.23589,0,0.095,14.972,49.71
1672,294.23589,0,0.095,12.038,49.71
1673,295.23589,0,0.095,10.839,49.71
1674,296.23589,0,0.095,10.449,49.71
1675,297.23589,0,0.095,10.383,49.71
1676,298.23589,0.062188,0.095,10.48,49.71
1677,299.23589,0.15426,0.095,10.508,49.71
1678,300.23589,0.16016,0.095,10.153,49.71
1679,301.23589,0.1036,0.095,9.69,49.71
1680,302.23589,0.084862,0.095,9.149,49.71
1681,303.23589,0,0.095,8.301,49.71
1682,304.23589,0,0.095,7.892,49.71
1683,305.23589,0.062188,0.095,7.952,49.71
1684,306.23589,0.15426,0.095,7.964,49.71
1685,307.23589,0.16016,0.095,9.732,49.71
1686,308.23589,0.1036,0.095,12.684,49.71
1687,309.23589,0.084862,0.095,15.313,49.71
1688,310.23589,0.052101,0.095,17.099,49.71
1689,311.23589,0.014673,0.095,18.363,49.71
1690,312.23589,0,0.095,19.307,49.71
1691,313.23589,0,0.095,20.117,49.71
1692,314.23589,0,0.095,20.282,49.71
1693,315.23589,0,0.095,19.971,49.71
1694,316.23589,0,0.095,18.212,49.71
1695,317.23589,0,0.095,17.179,49.71
1696,318.23589,0,0.095,16.269,49.71
1697,319.23589,0,0.095,15.081,49.71
1698,320.23589,0,0.095,14.537,49.71
1699,321.23589,0,0.095,13.412,49.71
1700,322.23589,0,0.095,12.612,49.71
1701,323.23589,0,0.095,12.263,49.71
1702,324.23589,0,0.095,11.864,49.71
1703,325.23589,0,0.095,11.659,49.71
1704,326.23589,0,0.095,12.109,49.71
1705,327.23589,0,0.095,11.688,49.71
1706,328.23589,0.062188,0.095,11.183,49.71
1707,329.23589,0.15426,0.095,11.055,49.71
1708,330.23589,0.16016,0.095,10.608,49.71
1709,331.23589,0.1036,0.095,11.104,49.71
1710,332.23589,0.084862,0.095,13.467,49.71
1711,333.23589,0,0.095,16.18,49.71
1712,334.23589,0,0.095,18.338,49.71
1713,335.23589,0.062188,0.095,18.989,49.71
1714,336.23589,0.15426,0.095,19.471,49.71
1715,337.23589,0.16016,0.095,20.832,49.71
1716,338.23589,0.1036,0.095,21.366,49.71
1717,339.23589,0.084862,0.095,21.055,49.71
1718,340.23589,0.052101,0.095,19.926,49.71
1719,341.23589,0.014673,0.095,17.477,49.71
1720,342.23589,0,0.095,14.891,49.71
1721,343.23589,0,0.095,13.177,49.71
1722,344.23589,0,0.095,12.672,49.71
1723,345.23589,0,0.095,12.325,49.71
1724,346.23589,0,0.095,11.754,49.71
1725,347.23589,0,0.095,11.288,49.71
1726,348.23589,0,0.095,10.435,49.71
1727,349.23589,0,0.095,9.559,49.71
1728,350.23589,0,0.095,8.961,49.71
1729,351.23589,0,0.095,8.692,49.71
1730,352.23589,0,0.095,8.954,49.71
1731,353.23589,0,0.095,9.409,49.71
1732,354.23589,0,0.095,9.733,49.71
1733,355.23589,0,0.095,10.06,49.71
1734,356.23589,0,0.095,10.293,49.71
1735,357.23589,0,0.095,10.642,49.71
1736,358.23589,0.062188,0.095,11.324,49.71
1737,359.23589,0.15426,0.095,11.883,49.71
1738,360.23589,0.16016,0.095,12.457,49.71
1739,361.23589,0.1036,0.095,13.136,49.71
1740,362.23589,0.084862,0.095,13.256,49.71
1741,363.23589,0,0.095,12.935,49.71
1742,364.23589,0,0.095,12.702,49.71
1743,365.23589,0.062188,0.095,12.373,49.71
1744,366.23589,0.15426,0.095,10.352,49.71
1745,367.23589,0.16016,0.095,9.27,49.71
1746,368.23589,0.1036,0.095,8.945,49.71
1747,369.23589,0.084862,0.095,8.711,49.71
1748,370.23589,0.052101,0.095,8.578,49.71
1749,371.23589,0.014673,0.095,8.738,49.71
1750,372.23589,0,0.095,9.109,49.71
1751,373.23589,0,0.095,9.338,49.71
1752,374.23589,0,0.095,9.408,49.71
1753,375.23589,0,0.095,9.486,49.71
1754,376.23589,0,0.095,9.683,49.71
1755,377.23589,0,0.095,9.884,49.71
1756,378.23589,0,0.095,9.71,49.71
1757,379.23589,0,0.095,10.911,49.71
1758,380.23589,0,0.095,12.327,49.71
1759,381.23589,0,0.095,13.819,49.71
1760,382.23589,0,0.095,14.86,49.71
1761,383.23589,0,0.095,15.284,49.71
1762,384.23589,0,0.095,15.75,49.71
1763,385.23589,0,0.095,15.81,49.71
1764,386.23589,0,0.095,15.606,49.71
1765,387.23589,0,0.095,15.228,49.71
1766,388.23589,0.062188,0.095,14.78,49.71
1767,389.23589,0.15426,0.095,14.011,49.71
1768,390.23589,0.16016,0.095,11.773,49.71
1769,391.23589,0.1036,0.095,11.35,49.71
1770,392.23589,0.084862,0.095,11.215,49.71
1771,393.23589,0,0.095,11.038,49.71
1772,394.23589,0,0.095,10.689,49.71
1773,395.23589,0.062188,0.095,10.198,49.71
1774,396.23589,0.15426,0.095,9.847,49.71
1775,397.23589,0.16016,0.095,9.607,49.71
1776,398.23589,0.1036,0.095,9.378,49.71
1777,399.23589,0.084862,0.095,9.321,49.71
1778,400.23589,0.052101,0.095,9.144,49.71
1779,401.23589,0.014673,0.095,9.074,49.71
1780,402.23589,0,0.095,9.159,49.71
1781,403.23589,0,0.095,10.12,49.71
1782,404.23589,0,0.095,11.152,49.71
1783,405.23589,0,0.095,11.661,49.71
1784,406.23589,0,0.095,11.949,49.71
1785,407.23589,0,0.095,12.049,49.71
1786,408.23589,0,0.095,11.661,49.71
1787,409.23589,0,0.095,11.379,49.71
1788,410.23589,0,0.095,11.339,49.71
1789,411.23589,0,0.095,11.272,49.71
1790,412.23589,0,0.095,11.285,49.71
1791,413.23589,0,0.095,11.123,49.71
1792,414.23589,0,0.095,10.866,49.71
1793,415.23589,0,0.095,10.817,49.71
1794,416.23589,0,0.095,10.744,49.71
1795,417.23589,0,0.095,10.656,49.71
1796,418.23589,0.062188,0.095,10.679,49.71
1797,419.23589,0.15426,0.095,10.697,49.71
1798,420.23589,0.16016,0.095,10.709,49.71
1799,421.23589,0.1036,0.095,10.731,49.71
1800,422.23589,0.084862,0.095,10.752,49.71
1801,423.23589,0,0.095,10.445,49.71
1802,424.23589,0,0.095,10.259,49.71
1803,425.23589,0.062188,0.095,10.145,49.71
1804,426.23589,0.15426,0.095,9.943,49.71
1805,427.23589,0.16016,0.095,10.635,49.71
1806,428.23589,0.1036,0.095,11.844,49.71
1807,429.23589,0.084862,0.095,13.174,49.71
1808,430.23589,0.052101,0.095,14.168,49.71
1809,431.23589,0.014673,0.095,14.677,49.71
1810,432.23589,0,0.095,15.092,49.71
1811,433.23589,0,0.095,15.372,49.71
1812,434.23589,0,0.095,15.31,49.71
1813,435.23589,0,0.095,15.13,49.71
1814,436.23589,0,0.095,14.679,49.71
1815,437.23589,0,0.095,13.816,49.71
1816,438.23589,0,0.095,12.311,49.71
1817,439.23589,0,0.095,11.019,49.71
1818,440.23589,0,0.095,10.448,49.71
1819,441.23589,0,0.095,10.212,49.71
1820,442.23589,0,0.095,10.055,49.71
1821,443.23589,0,0.095,10.123,49.71
1822,444.23589,0,0.095,10.256,49.71
1823,445.23589,0,0.095,10.343,49.71
1824,446.23589,0,0.095,10.461,49.71
1825,447.23589,0,0.095,10.61,49.71
1826,448.23589,0.062188,0.095,10.864,49.71
1827,449.23589,0.15426,0.095,11.015,49.71
1828,450.23589,0.16016,0.095,10.983,49.71
1829,451.23589,0.1036,0.095,11.575,49.71
1830,452.23589,0.084862,0.095,12.523,49.71
1831,453.23589,0,0.095,13.672,49.71
1832,454.23589,0,0.095,15.36,49.71
1833,455.23589,0.062188,0.095,16.888,49.71
1834,456.23589,0.15426,0.095,17.935,49.71
1835,457.23589,0.16016,0.095,18.419,49.71
1836,458.23589,0.1036,0.095,18.426,49.71
1837,459.23589,0.084862,0.095,18.045,49.71
1838,460.23589,0.052101,0.095,17.287,49.71
1839,461.23589,0.014673,0.095,15.911,49.71
1840,462.23589,0,0.095,13.016,49.71
1841,463.23589,0,0.095,11.765,49.71
1842,464.23589,0,0.095,11.178,49.71
1843,465.23589,0,0.095,10.694,49.71
1844,466.23589,0,0.095,10.465,49.71
1845,467.23589,0,0.095,10.253,49.71
1846,468.23589,0,0.095,10.081,49.71
1847,469.23589,0,0.095,10.146,49.71
1848,470.23589,0,0.095,10.118,49.71
1849,471.23589,0,0.095,9.961,49.71
1850,472.23589,0,0.095,10.026,49.71
1851,473.23589,0,0.095,10.43,49.71
1852,474.23589,0,0.095,10.307,49.71
1853,475.23589,0,0.095,11.428,49.71
1854,476.23589,0,0.095,13.88,49.71
1855,477.23589,0,0.095,16.531,49.71
1856,478.23589,0.062188,0.095,18.447,49.71
1857,479.23589,0.15426,0.095,19.641,49.71
1858,480.23589,0.16016,0.095,20.232,49.71
1859,481.23589,0.1036,0.095,20.45,49.71
1860,482.23589,0.084862,0.095,20.453,49.71
1861,483.23589,0,0.095,20.067,49.71
1862,484.23589,0,0.095,19.199,49.71
1863,485.23589,0.062188,0.095,17.387,49.71
1864,486.23589,0.15426,0.095,14.048,49.71
1865,487.23589,0.16016,0.095,12.484,49.71
1866,488.23589,0.1036,0.095,11.966,49.71
